,Abandonó_Servicio,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Antigüedad,Servicio_Telefónico,Múltiples_Líneas,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Cargo_Mensual,Cargo_Total,Cuentas_Diarias,Género_Masculino,Servicio_Internet_Fibra optica,Servicio_Internet_No,Tipo_Contrato_Bianual,Tipo_Contrato_Mensual,Factura_Digital_Yes,Método_Pago_Cheque enviado por correo,Método_Pago_Tarjeta de crédito (automático),Método_Pago_Transferencia bancaria (automática)
5901,0,0,1,0,72,1,1,0,1,1,1,1,1,110.45,7982.5,3.695601851851852,0,1,0,1,0,1,0,0,1
5902,0,0,1,1,67,1,1,1,0,0,0,1,1,75.5,5229.45,2.601716417910448,0,0,0,1,0,1,0,0,0
5903,0,0,1,0,47,1,0,0,1,1,0,1,1,73.6,3522.65,2.498333333333333,1,0,0,1,0,0,0,0,0
5904,0,0,0,0,4,1,0,0,0,0,1,1,0,61.3,249.4,2.0783333333333336,1,0,0,0,1,1,0,0,0
5905,0,0,0,0,24,1,1,0,1,1,0,1,1,104.15,2494.65,3.4647916666666667,0,1,0,0,1,1,0,0,0
5906,0,0,0,0,9,0,0,1,0,1,1,0,1,50.8,463.6,1.7170370370370371,1,0,0,0,0,0,1,0,0
5907,0,0,1,1,7,1,0,0,0,0,0,0,0,19.85,144.15,0.6864285714285715,0,0,1,1,0,0,1,0,0
5908,0,0,0,0,65,0,0,1,0,1,1,1,1,59.95,3921.1,2.010820512820513,0,0,0,1,0,0,0,1,0
5909,0,0,0,0,14,1,0,0,0,0,0,0,0,20.05,299.3,0.7126190476190476,1,0,1,0,1,1,0,0,0
5910,0,0,1,0,35,0,0,1,0,1,0,1,1,53.15,1930.9,1.838952380952381,1,0,0,0,0,0,0,1,0
5911,0,0,0,1,26,0,0,0,1,0,0,1,0,39.95,1023.75,1.3125,1,0,0,0,0,1,0,0,1
5912,0,0,0,0,7,1,0,0,0,1,0,0,0,75.15,525.0,2.5,0,1,0,0,1,1,0,0,0
5913,1,1,1,0,43,1,1,0,0,1,1,1,1,107.55,4533.9,3.5146511627906976,0,1,0,0,0,1,0,0,0
5914,0,0,0,0,37,1,0,0,0,0,0,0,0,20.15,785.75,0.7078828828828829,1,0,1,0,0,0,0,1,0
5915,0,0,0,1,23,0,0,1,1,0,1,0,0,40.65,947.4,1.3730434782608696,1,0,0,0,0,0,0,0,1
5916,0,0,1,1,50,1,0,0,0,0,0,0,0,69.75,3557.7,2.3718,0,1,0,0,1,1,0,0,1
5917,1,0,0,0,1,1,0,0,0,0,0,0,0,19.65,19.65,0.6549999999999999,0,0,1,0,1,0,1,0,0
5918,0,1,0,0,27,1,1,0,1,0,1,1,1,104.65,2964.0,3.659259259259259,1,1,0,0,0,1,0,0,1
5919,0,0,0,0,58,1,1,1,1,1,1,0,0,71.1,4299.2,2.470804597701149,0,0,0,0,0,1,0,1,0
5920,0,0,1,1,12,1,1,0,0,0,0,0,0,26.4,314.95,0.8748611111111111,1,0,1,0,0,0,1,0,0
5921,0,1,1,0,72,1,1,1,1,1,1,0,1,78.45,5682.25,2.6306712962962964,0,0,0,1,0,0,0,0,1
5922,1,0,0,0,14,1,0,0,1,0,0,0,1,86.3,1180.95,2.8117857142857146,0,1,0,0,1,1,0,0,0
5923,1,1,1,0,10,1,1,0,0,1,0,0,1,89.8,914.3,3.0476666666666663,1,1,0,0,1,1,0,0,0
5924,0,0,1,1,72,1,1,1,0,1,1,0,0,66.5,4811.6,2.227592592592593,1,0,0,1,0,1,0,1,0
5925,0,0,0,1,9,1,0,0,1,0,0,0,0,50.1,484.05,1.7927777777777778,1,0,0,0,1,1,0,0,0
5926,0,0,0,0,45,1,0,1,0,1,1,1,1,81.65,3618.7,2.6805185185185185,0,0,0,1,0,0,0,0,1
5927,0,0,1,0,64,1,0,0,0,0,0,0,0,19.45,1225.65,0.6383593750000001,0,0,1,1,0,0,0,1,0
5928,1,0,0,0,2,0,0,0,0,1,0,1,1,49.25,90.35,1.5058333333333331,1,0,0,0,1,1,0,0,0
5929,0,1,1,0,64,1,0,1,0,1,0,0,0,80.3,5017.7,2.6133854166666666,1,1,0,0,0,0,0,1,0
5930,0,0,0,0,39,0,0,0,1,1,1,0,0,41.1,1597.05,1.365,0,0,0,0,1,0,0,0,1
5931,0,0,1,0,1,1,0,0,0,0,0,0,0,45.0,45.0,1.5,0,0,0,0,1,1,0,0,0
5932,1,0,0,0,7,1,0,0,0,1,0,1,1,95.35,660.9,3.147142857142857,0,1,0,0,1,1,0,0,0
5933,0,0,0,0,58,1,1,0,0,0,0,0,0,24.35,1423.85,0.8183045977011494,0,0,1,1,0,0,0,1,0
5934,1,1,1,0,4,1,1,0,0,0,0,0,0,74.4,306.6,2.555,1,1,0,0,1,1,1,0,0
5935,1,0,0,0,3,1,1,0,0,0,0,0,0,50.65,151.3,1.6811111111111112,0,0,0,0,1,1,1,0,0
5936,1,0,0,1,1,1,1,0,0,0,0,0,0,74.35,74.35,2.478333333333333,1,1,0,0,1,1,0,0,0
5937,0,0,0,0,72,1,1,1,1,0,1,1,1,86.05,6309.65,2.9211342592592597,1,0,0,1,0,0,0,1,0
5938,1,1,1,0,43,1,1,0,1,0,0,1,1,101.0,4388.4,3.401860465116279,1,1,0,0,1,1,0,0,0
5939,1,1,0,0,1,1,0,0,0,0,0,0,0,69.6,69.6,2.32,0,1,0,0,1,1,0,0,0
5940,0,0,1,0,68,1,0,0,1,0,1,1,1,100.3,6754.35,3.310955882352941,1,1,0,0,0,1,0,0,0
5941,0,0,1,1,38,1,1,0,0,1,0,1,1,101.15,3956.7,3.4707894736842104,1,1,0,0,1,1,0,1,0
5942,0,0,1,1,55,1,0,0,0,0,0,0,0,20.3,1079.05,0.653969696969697,0,0,1,1,0,0,1,0,0
5943,1,0,0,1,1,1,0,0,0,0,0,0,0,71.65,71.65,2.3883333333333336,1,1,0,0,1,1,0,0,0
5944,1,0,1,0,8,1,1,0,0,0,0,0,1,84.9,764.95,3.187291666666667,0,1,0,0,1,1,0,0,0
5945,0,0,0,0,33,1,1,1,0,0,1,0,0,59.4,1952.8,1.9725252525252528,0,0,0,0,0,0,0,0,0
5946,0,0,1,1,57,1,1,0,1,0,0,1,1,100.6,5611.7,3.2816959064327484,0,1,0,0,1,1,0,0,0
5947,1,0,1,1,42,1,0,0,0,0,0,1,0,77.95,3384.0,2.685714285714285,0,1,0,0,1,1,0,1,0
5948,0,0,1,1,15,1,0,0,0,0,0,0,0,20.05,284.3,0.6317777777777778,0,0,1,0,1,0,1,0,0
5949,0,0,0,0,8,1,0,0,0,0,0,0,0,20.25,174.65,0.7277083333333334,0,0,1,1,0,0,1,0,0
5950,0,0,0,0,4,1,0,1,0,1,0,0,0,56.75,245.15,2.0429166666666667,1,0,0,0,1,0,0,0,0
5951,0,0,0,0,62,1,1,0,1,1,1,1,1,84.5,5193.2,2.792043010752688,0,0,0,1,0,0,0,0,1
5952,1,0,0,1,25,1,0,0,1,0,0,1,1,95.9,2448.75,3.265,1,1,0,0,1,1,0,0,0
5953,0,0,0,0,1,1,0,0,0,0,0,0,0,19.45,19.45,0.6483333333333333,1,0,1,0,1,0,1,0,0
5954,0,1,1,1,68,1,0,0,0,0,0,0,0,19.5,1193.55,0.5850735294117647,1,0,1,0,0,0,0,0,1
5955,1,0,1,0,34,1,1,0,0,1,0,1,1,100.05,3480.0,3.411764705882353,1,1,0,0,1,1,0,0,0
5956,0,0,0,0,72,1,1,1,0,0,1,0,0,84.7,6185.15,2.8634953703703703,0,1,0,1,0,1,0,0,1
5957,1,1,0,0,21,1,0,0,0,1,0,1,0,60.05,1236.15,1.9621428571428567,1,0,0,0,1,1,0,0,1
5958,0,0,1,1,55,1,0,1,1,0,0,0,0,55.7,3131.8,1.8980606060606064,0,0,0,0,1,0,0,0,0
5959,0,0,1,1,42,1,1,1,1,0,0,1,0,69.4,3058.3,2.4272222222222224,1,0,0,0,1,1,0,0,1
5960,0,0,1,0,67,1,0,1,1,0,0,1,1,100.9,6733.15,3.349825870646766,1,1,0,0,0,1,0,1,0
5961,0,0,0,0,41,1,0,0,0,0,0,0,0,20.65,835.15,0.6789837398373983,0,0,1,1,0,0,1,0,0
5962,0,0,0,0,26,1,1,1,1,0,0,0,0,86.65,2208.75,2.831730769230769,1,1,0,0,1,1,0,1,0
5963,0,0,1,0,4,1,1,0,0,1,0,1,0,65.6,250.1,2.0841666666666665,1,0,0,0,1,0,0,0,0
5964,0,0,0,0,66,0,0,1,1,1,1,1,1,62.5,4136.4,2.089090909090909,0,0,0,1,0,1,0,0,1
5965,0,0,1,1,15,1,1,0,0,0,0,0,0,25.25,394.85,0.8774444444444445,0,0,1,0,1,1,0,0,0
5966,0,0,0,0,63,1,0,0,0,1,1,1,0,90.05,5817.0,3.077777777777778,0,1,0,0,0,1,0,1,0
5967,0,1,1,0,59,1,0,1,1,1,0,0,0,82.95,4903.15,2.7701412429378527,1,1,0,0,0,1,0,1,0
5968,0,0,0,0,25,0,0,0,0,1,1,1,1,54.2,1423.15,1.8975333333333333,0,0,0,0,0,0,0,0,0
5969,0,0,0,0,4,1,0,0,0,0,0,0,0,19.4,93.4,0.7783333333333334,1,0,1,0,1,0,1,0,0
5970,1,0,0,0,2,1,0,0,1,0,0,1,1,95.65,167.3,2.7883333333333336,1,1,0,0,1,0,0,0,0
5971,0,0,0,0,69,1,1,1,1,1,1,1,1,90.65,6322.1,3.054154589371981,1,0,0,1,0,0,1,0,0
5972,1,1,0,0,5,1,0,0,0,0,0,1,1,91.4,449.75,2.998333333333333,1,1,0,0,1,1,0,0,0
5973,0,0,0,1,66,1,0,0,1,1,1,1,1,79.5,5196.1,2.6242929292929293,1,0,0,1,0,1,0,1,0
5974,1,0,1,1,6,1,0,0,1,0,0,0,1,83.55,477.55,2.6530555555555555,1,1,0,0,1,1,0,1,0
5975,0,0,1,1,28,1,1,0,0,0,0,1,1,92.2,2568.15,3.0573214285714285,1,1,0,0,0,0,0,0,1
5976,0,1,1,1,57,1,0,0,1,1,1,1,0,95.3,5567.45,3.2558187134502923,0,1,0,0,1,1,0,1,0
5977,1,0,0,0,22,1,1,1,0,0,0,1,1,101.35,2317.1,3.510757575757576,1,1,0,0,1,1,0,0,1
5978,0,0,1,0,49,1,0,0,0,0,0,0,0,20.7,1032.05,0.7020748299319728,0,0,1,0,0,0,0,1,0
5979,0,1,1,1,65,1,1,0,0,1,1,1,1,103.9,6767.1,3.4703076923076925,0,1,0,0,0,1,0,0,1
5980,1,0,0,0,2,1,0,1,0,0,0,0,0,75.7,189.2,3.1533333333333333,1,1,0,0,1,1,0,0,0
5981,0,0,0,0,42,1,1,0,0,1,1,1,1,78.45,3373.4,2.6773015873015877,0,0,0,1,0,1,0,1,0
5982,0,0,1,1,61,1,0,0,0,0,0,0,0,20.55,1305.95,0.7136338797814208,1,0,1,1,0,0,0,1,0
5983,1,0,1,1,26,1,1,0,0,0,0,1,0,83.75,2070.6,2.6546153846153846,1,1,0,0,1,1,0,0,0
5984,0,0,0,0,10,1,0,0,0,0,0,0,0,20.0,198.6,0.662,1,0,1,0,1,1,0,1,0
5985,0,0,0,0,67,1,1,0,0,0,0,0,0,25.6,1790.35,0.8907213930348258,0,0,1,1,0,1,0,0,1
5986,1,0,1,0,10,1,0,0,1,0,1,1,1,99.85,990.9,3.303,1,1,0,0,1,1,0,0,0
5987,1,0,0,0,4,1,1,0,0,0,0,0,0,76.05,318.9,2.6575,1,1,0,0,1,1,0,0,0
5988,1,1,0,0,66,1,1,0,1,0,0,0,0,80.45,5224.35,2.638560606060606,0,1,0,0,1,1,0,1,0
5989,0,0,0,1,1,1,1,0,0,0,0,0,0,50.05,50.05,1.6683333333333332,1,0,0,0,1,1,0,0,0
5990,1,0,1,1,2,1,1,1,0,0,0,0,0,56.7,113.55,1.8925,1,0,0,0,1,0,1,0,0
5991,0,0,1,1,37,1,1,0,0,0,0,0,0,24.1,861.85,0.7764414414414414,0,0,1,1,0,1,0,0,1
5992,0,1,0,0,35,0,0,0,0,1,0,1,0,39.85,1434.6,1.366285714285714,0,0,0,0,1,1,0,0,0
5993,0,0,0,0,72,1,1,1,1,1,1,1,1,115.05,8405.0,3.891203703703704,0,1,0,1,0,0,0,1,0
5994,0,0,0,0,8,1,0,0,0,0,0,0,0,44.45,369.3,1.53875,0,0,0,0,1,0,1,0,0
5995,0,0,0,0,19,1,0,0,0,0,0,1,0,78.7,1495.1,2.6229824561403507,1,1,0,0,1,1,0,0,1
5996,0,0,0,0,20,1,0,0,0,0,0,0,0,19.6,356.15,0.5935833333333332,1,0,1,0,1,1,0,1,0
5997,0,0,0,0,38,1,1,0,0,0,0,0,0,24.25,914.4,0.8021052631578948,0,0,1,0,0,1,0,0,0
5998,0,0,0,0,57,1,0,0,0,0,0,0,0,18.8,1094.35,0.6399707602339181,1,0,1,1,0,0,0,1,0
5999,0,0,1,1,38,1,1,0,0,1,1,1,0,94.9,3616.25,3.1721491228070176,1,1,0,1,0,1,0,0,1
6000,0,0,1,1,67,1,1,1,0,0,1,1,1,104.6,6885.75,3.4257462686567166,1,1,0,1,0,0,0,0,1
6001,0,0,0,0,22,1,0,1,0,0,1,0,0,55.1,1253.15,1.8987121212121212,1,0,0,0,1,0,1,0,0
6002,0,0,1,0,57,1,1,1,0,0,0,1,1,99.65,5497.05,3.214649122807017,0,1,0,0,1,1,0,0,0
6003,0,0,1,1,72,1,0,1,1,1,1,0,1,74.35,5237.4,2.424722222222222,0,0,0,1,0,1,0,0,0
6004,0,0,1,0,70,1,1,1,1,1,1,1,0,79.4,5528.9,2.632809523809524,1,0,0,0,0,0,0,0,1
6005,1,1,0,0,1,1,1,0,0,0,0,0,0,73.65,73.65,2.455,1,1,0,0,1,1,0,0,0
6006,0,0,0,0,13,1,0,1,1,0,1,0,1,67.8,842.25,2.1596153846153845,0,0,0,0,1,0,0,0,1
6007,0,0,1,1,62,1,1,1,1,1,1,1,1,115.55,7159.05,3.848951612903226,1,1,0,1,0,0,0,0,1
6008,1,0,0,0,5,1,0,0,1,0,1,0,1,89.35,461.7,3.078,0,1,0,0,1,1,0,0,0
6009,1,1,0,0,5,1,0,0,0,0,0,0,0,69.05,318.5,2.123333333333333,0,1,0,0,1,1,1,0,0
6010,0,0,0,0,31,1,1,0,0,0,0,0,0,76.05,2227.8,2.395483870967742,0,1,0,0,1,1,0,0,0
6011,0,1,0,0,18,1,1,0,1,0,0,0,0,80.55,1411.65,2.6141666666666667,1,1,0,0,1,1,0,1,0
6012,0,1,0,0,64,1,1,1,0,1,1,1,1,108.95,7111.3,3.7038020833333336,0,1,0,0,1,1,0,0,1
6013,0,1,0,0,42,1,1,0,0,1,0,0,0,55.65,2421.75,1.9220238095238096,0,0,0,0,1,0,0,0,0
6014,0,0,0,0,30,1,1,1,1,1,0,0,0,90.4,2820.65,3.134055555555556,1,1,0,0,0,0,0,0,1
6015,1,0,0,0,19,1,0,0,1,0,0,0,0,73.85,1424.5,2.499122807017544,1,1,0,0,1,1,0,1,0
6016,0,0,1,0,65,1,0,1,0,1,0,0,0,55.15,3673.15,1.8836666666666668,0,0,0,0,1,1,1,0,0
6017,0,0,0,0,18,1,0,0,0,0,0,0,0,20.1,401.85,0.7441666666666668,1,0,1,0,0,0,1,0,0
6018,1,1,0,0,13,1,1,1,0,0,0,1,1,100.8,1308.1,3.354102564102564,0,1,0,0,1,1,0,0,0
6019,0,0,0,0,41,1,0,0,0,0,0,0,0,19.75,806.95,0.6560569105691058,0,0,1,0,0,1,1,0,0
6020,0,0,1,1,54,1,1,0,1,1,0,0,0,59.8,3246.45,2.0039814814814814,0,0,0,1,0,1,0,0,1
6021,0,0,0,0,32,1,0,0,0,0,0,0,0,20.35,707.5,0.7369791666666666,1,0,1,0,0,0,0,1,0
6022,0,0,1,0,72,1,1,1,1,1,1,1,1,115.8,8332.15,3.857476851851852,1,1,0,1,0,0,0,1,0
6023,0,0,1,1,59,1,0,0,0,0,0,0,0,19.5,1147.85,0.648502824858757,1,0,1,1,0,0,1,0,0
6024,1,0,0,0,25,1,1,0,0,0,0,0,0,24.75,692.1,0.9228,0,0,1,1,0,0,0,1,0
6025,1,1,1,0,15,1,1,0,0,0,0,0,1,85.6,1345.55,2.990111111111111,1,1,0,0,1,1,0,0,1
6026,1,0,0,0,14,1,0,0,0,1,0,0,0,75.35,1025.95,2.4427380952380955,0,1,0,0,1,0,0,0,0
6027,0,0,1,1,52,1,1,0,0,0,0,0,0,25.75,1345.85,0.862724358974359,1,0,1,1,0,0,1,0,0
6028,0,0,0,0,61,1,1,1,0,1,0,1,1,106.45,6300.15,3.4427049180327867,1,1,0,0,1,1,0,0,0
6029,0,0,1,0,54,1,0,0,0,0,0,0,0,20.05,1102.4,0.6804938271604939,0,0,1,1,0,0,0,1,0
6030,0,0,0,0,8,1,1,0,0,0,0,0,0,73.5,632.2,2.6341666666666668,0,1,0,0,1,1,0,0,0
6031,0,0,0,0,3,1,0,1,0,1,0,1,1,77.4,206.15,2.290555555555556,1,0,0,0,1,1,0,0,0
6032,0,0,0,0,14,1,0,0,1,0,1,0,0,80.05,1112.3,2.648333333333333,0,1,0,0,1,1,0,1,0
6033,0,0,0,0,72,1,0,0,0,0,0,0,0,20.8,1521.2,0.7042592592592593,1,0,1,1,0,1,1,0,0
6034,0,0,0,0,35,1,1,1,1,1,1,0,0,96.75,3403.4,3.2413333333333334,1,1,0,0,1,1,1,0,0
6035,0,0,1,0,66,1,1,0,0,0,1,0,1,63.85,4264.6,2.153838383838384,1,0,0,0,1,0,0,0,0
6036,0,0,1,0,48,1,1,0,1,1,0,0,1,70.55,3420.5,2.375347222222222,1,0,0,0,0,1,0,1,0
6037,0,1,1,1,48,1,0,1,0,1,1,1,1,104.5,5068.05,3.5194791666666667,0,1,0,0,1,1,0,0,0
6038,1,0,1,1,21,1,1,1,1,0,1,1,0,77.5,1625.0,2.5793650793650795,1,0,0,0,0,0,1,0,0
6039,0,0,0,0,1,1,0,0,0,0,0,0,0,20.45,20.45,0.6816666666666666,1,0,1,1,0,0,1,0,0
6040,0,0,1,1,67,1,1,0,1,1,1,1,1,112.35,7388.45,3.6758457711442794,0,1,0,0,0,1,0,1,0
6041,0,0,0,0,1,1,0,0,0,0,0,0,0,19.8,19.8,0.66,0,0,1,0,1,0,0,1,0
6042,1,0,1,1,7,1,0,1,0,0,0,0,0,49.75,331.3,1.5776190476190477,1,0,0,0,0,1,0,0,0
6043,0,0,0,0,17,1,0,0,1,1,0,0,1,90.95,1612.2,3.1611764705882357,1,1,0,0,1,1,0,1,0
6044,0,0,1,0,40,1,1,0,1,1,0,1,1,106.0,4178.65,3.482208333333333,1,1,0,0,0,1,0,0,1
6045,1,0,0,0,24,1,1,0,0,1,0,1,0,89.85,2165.05,3.0070138888888893,1,1,0,0,1,1,1,0,0
6046,0,0,1,0,69,1,1,1,1,1,1,0,1,107.2,7317.1,3.5348309178743964,1,1,0,0,0,1,0,1,0
6047,0,1,1,0,72,1,0,1,1,0,1,0,0,84.8,6141.65,2.8433564814814813,1,1,0,1,0,1,0,1,0
6048,0,0,0,0,1,1,0,0,0,0,0,0,0,19.5,19.5,0.65,0,0,1,0,1,1,1,0,0
6049,0,0,0,0,36,1,1,1,0,0,0,0,0,54.45,1893.5,1.7532407407407409,0,0,0,0,0,0,1,0,0
6050,0,0,1,1,47,0,0,1,1,1,0,1,1,60.0,2768.65,1.963581560283688,0,0,0,1,0,1,0,1,0
6051,0,0,0,0,16,1,0,0,0,0,0,0,0,19.75,294.9,0.614375,1,0,1,0,1,0,0,1,0
6052,0,0,0,0,17,1,0,0,0,0,0,0,0,19.65,351.55,0.6893137254901961,1,0,1,0,0,1,0,0,1
6053,0,0,1,1,38,1,0,0,0,0,0,0,0,20.2,746.05,0.6544298245614034,0,0,1,1,0,1,1,0,0
6054,1,1,0,0,1,1,0,0,0,0,0,1,0,79.1,79.1,2.6366666666666663,1,1,0,0,1,1,0,0,0
6055,1,1,1,1,72,1,1,1,1,1,1,1,1,92.45,6440.25,2.9815972222222222,0,0,0,1,0,0,0,1,0
6056,0,0,0,0,50,0,0,1,1,0,0,0,0,35.0,1782.4,1.1882666666666668,1,0,0,0,1,1,1,0,0
6057,0,0,0,0,8,1,0,0,1,0,0,0,0,75.6,535.55,2.2314583333333333,0,1,0,0,1,0,0,0,0
6058,0,0,0,0,67,1,0,0,0,0,1,0,0,50.55,3260.1,1.621940298507463,1,0,0,1,0,0,0,0,1
6059,0,0,1,1,38,1,0,0,0,0,0,0,0,20.3,749.35,0.6573245614035088,0,0,1,0,0,0,1,0,0
6060,0,0,1,0,70,1,0,1,1,1,1,0,0,64.95,4523.25,2.153928571428572,1,0,0,1,0,0,0,1,0
6061,0,0,0,0,41,1,1,1,0,1,1,0,1,74.65,3090.65,2.5127235772357723,0,0,0,0,1,1,0,0,1
6062,0,0,1,1,59,1,1,1,1,0,1,1,1,111.1,6555.2,3.703502824858757,1,1,0,1,0,1,1,0,0
6063,0,0,0,0,64,1,1,0,0,0,0,0,0,24.7,1642.75,0.8555989583333333,0,0,1,0,0,0,1,0,0
6064,1,0,0,0,3,1,1,0,0,0,0,0,1,85.3,264.8,2.9422222222222225,1,1,0,0,1,1,0,0,0
6065,0,1,1,0,22,1,1,0,0,0,0,0,0,25.6,548.8,0.8315151515151514,0,0,1,0,0,0,0,0,1
6066,0,0,0,1,70,1,1,1,1,0,1,0,0,64.95,4551.5,2.1673809523809524,1,0,0,0,0,0,0,0,1
6067,0,0,0,0,43,1,1,0,0,0,0,1,1,94.35,3921.3,3.039767441860465,1,1,0,0,0,0,1,0,0
6068,1,0,0,0,5,1,1,0,0,0,0,0,0,50.6,249.95,1.6663333333333332,0,0,0,0,1,1,1,0,0
6069,1,0,0,0,1,1,1,0,0,0,0,0,1,86.6,86.6,2.8866666666666663,1,1,0,0,1,1,0,0,0
6070,0,0,0,0,1,1,0,0,0,0,0,0,0,19.55,19.55,0.6516666666666667,0,0,1,0,1,0,1,0,0
6071,0,1,1,1,72,1,1,1,1,1,1,1,1,115.75,8399.15,3.88849537037037,1,1,0,1,0,1,0,1,0
6072,0,0,0,1,18,1,1,0,0,0,0,0,0,25.3,454.65,0.8419444444444444,0,0,1,1,0,0,0,1,0
6073,0,0,1,1,38,1,0,1,1,1,1,1,0,74.05,2802.3,2.4581578947368423,1,0,0,0,0,0,0,0,0
6074,1,0,1,1,49,1,1,0,0,0,0,1,1,95.6,4783.5,3.2540816326530613,0,1,0,0,1,1,0,0,0
6075,0,0,1,1,2,1,0,0,0,0,0,0,0,20.3,31.9,0.5316666666666666,0,0,1,0,0,0,1,0,0
6076,0,0,1,1,12,1,1,0,0,0,0,0,0,25.4,313.0,0.8694444444444445,1,0,1,1,0,1,0,0,1
6077,1,0,0,0,15,1,1,0,0,0,0,0,0,49.1,679.55,1.510111111111111,0,0,0,0,1,1,0,0,0
6078,0,0,0,0,3,1,0,0,0,1,0,0,0,73.6,232.5,2.583333333333333,1,1,0,0,1,1,0,1,0
6079,0,0,1,1,71,1,0,1,1,1,1,0,0,64.05,4492.9,2.1093427230046946,0,0,0,1,0,0,0,1,0
6080,0,0,0,0,1,1,0,0,0,0,0,0,0,20.7,20.7,0.69,0,0,1,0,1,0,0,0,0
6081,1,1,1,0,34,1,1,0,1,1,0,0,1,94.25,3217.55,3.154460784313726,0,1,0,0,1,1,0,0,0
6082,0,0,1,0,6,1,1,0,1,0,0,0,1,90.75,512.25,2.845833333333333,0,1,0,0,1,1,0,0,0
6083,1,1,1,1,51,1,1,0,1,1,0,0,0,84.2,4146.05,2.709836601307189,1,1,0,0,1,1,0,0,0
6084,0,1,0,0,26,1,1,0,0,0,1,0,1,66.05,1652.4,2.1184615384615384,0,0,0,0,1,1,0,0,0
6085,1,0,0,0,49,1,1,1,1,0,0,0,0,59.75,2934.3,1.996122448979592,0,0,0,0,1,1,0,1,0
6086,1,0,1,0,24,1,1,0,1,1,0,1,1,104.65,2542.45,3.5311805555555558,1,1,0,0,1,1,0,0,0
6087,0,0,0,0,69,0,0,1,1,0,1,1,1,60.05,4176.7,2.017729468599034,1,0,0,1,0,1,0,0,1
6088,0,0,0,1,56,1,1,0,0,0,0,0,0,24.8,1424.2,0.8477380952380953,1,0,1,1,0,1,1,0,0
6089,1,0,0,0,44,0,0,0,1,1,0,1,1,53.95,2375.4,1.7995454545454546,1,0,0,0,0,1,1,0,0
6090,0,0,1,0,47,1,1,0,1,0,0,0,0,78.9,3650.35,2.588900709219858,1,1,0,0,0,1,0,0,0
6091,0,1,1,0,72,1,1,1,1,1,1,1,1,116.75,8277.05,3.831967592592593,0,1,0,1,0,1,0,1,0
6092,0,0,0,0,18,1,0,0,0,0,0,0,0,69.8,1221.65,2.262314814814815,0,1,0,0,1,1,0,0,0
6093,0,0,1,0,51,1,1,0,0,0,1,1,1,75.2,3901.25,2.5498366013071894,1,0,0,1,0,1,0,0,1
6094,1,1,1,1,66,1,1,1,1,1,1,1,0,79.4,5154.6,2.603333333333333,1,0,0,1,0,0,0,1,0
6095,0,0,0,1,46,1,0,0,1,1,0,1,1,99.8,4391.25,3.182065217391304,0,1,0,0,1,1,0,0,0
6096,0,0,0,0,9,1,0,0,0,0,0,0,0,20.15,163.7,0.6062962962962962,1,0,1,0,0,1,1,0,0
6097,1,0,0,0,69,1,1,0,1,0,1,1,1,104.7,7220.35,3.488091787439614,1,1,0,0,0,1,0,0,1
6098,1,1,1,0,47,1,1,0,0,1,0,1,1,100.05,4871.05,3.454645390070922,1,1,0,0,1,1,0,0,0
6099,1,0,0,0,12,1,1,1,0,0,0,0,0,78.95,927.35,2.575972222222222,0,1,0,0,1,1,0,0,0
6100,0,0,1,1,72,1,1,1,1,0,0,1,0,95.9,6954.15,3.219513888888889,0,1,0,1,0,1,0,0,1
6101,1,0,0,0,4,1,0,0,0,1,1,1,1,74.4,299.7,2.4975,1,0,0,0,1,1,0,0,0
6102,1,0,1,0,2,1,0,0,1,1,0,0,0,79.7,165.0,2.75,0,1,0,0,1,0,0,0,1
6103,1,1,0,0,1,1,0,0,0,0,0,0,0,71.65,71.65,2.3883333333333336,1,1,0,0,1,1,0,0,0
6104,0,0,1,0,42,0,0,1,0,0,0,1,0,40.15,1626.05,1.290515873015873,1,0,0,0,1,1,0,0,1
6105,0,0,1,1,69,1,1,0,1,1,1,1,1,81.95,5601.4,2.705990338164251,1,0,0,1,0,1,0,0,1
6106,0,0,0,0,14,0,0,0,0,1,1,1,1,55.0,771.95,1.8379761904761909,1,0,0,0,1,1,0,0,0
6107,0,0,1,0,66,1,1,0,1,1,1,0,0,90.55,6130.95,3.0964393939393937,0,1,0,0,0,1,0,0,1
6108,0,0,1,1,57,1,1,0,0,0,0,0,0,74.3,4018.35,2.3499122807017545,1,1,0,0,1,1,0,0,0
6109,0,1,0,0,14,0,0,0,0,0,0,1,1,46.35,672.7,1.6016666666666668,0,0,0,0,1,1,0,0,0
6110,1,0,0,0,4,0,0,0,0,1,0,0,0,29.65,118.5,0.9875,1,0,0,0,1,1,0,0,0
6111,1,1,0,0,60,1,1,0,0,1,1,1,1,106.0,6441.4,3.5785555555555555,0,1,0,0,0,1,0,0,0
6112,0,0,0,1,16,1,1,0,0,0,1,0,0,79.5,1264.2,2.63375,0,1,0,0,0,1,0,1,0
6113,0,0,0,0,2,1,1,0,1,0,0,0,0,54.15,101.65,1.6941666666666668,0,0,0,0,1,0,1,0,0
6114,0,1,0,0,64,1,1,0,1,1,1,0,1,74.65,4869.35,2.5361197916666667,0,0,0,0,1,0,0,1,0
